Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status
1134,Robert Lee Highway,Robert E. Lee,Sterling City,Sterling,TX,South,"31.840977,-100.975829",Highway / Roadway,Roads,Uknown,,,Live
1223,City of Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Gillespie,TX,South,"30.235595,-98.657204",City,County/Municipality,Israel P. Nunez,1870,,Live
2191,Jefferson Davis Father of National Highways Monument,Jefferson Davis,Bakersfield,Kern,CA,North,"35.393505,-119.019103",Monument,Monument,United Daughters of the Confederacy,1942,,Live
171,City of Fort Bragg,Braxton Bragg,Fort Bragg,Mendocino,CA,North,"39.445678,-123.804564",City,County/Municipality,Uknown,1889,,Live
2045,Jefferson Davis Highway Marker,Jefferson Davis,Hornbrook,Siskiyou,CA,North,"41.901467,-122.563400",Marker,Monument,United Daughters of the Confederacy,1944,,Live
2005,Samuel Cooper Drive,Samuel Cooper,Wilmington,New Hanover,NC,South,"34.177869,-77.889196",Highway / Roadway,Roads,Uknown,,,Live
2023,Semmes Drive,Raphael Semmes,Wilmington,New Hanover,NC,South,"34.183674,-77.904845",Highway / Roadway,Roads,Uknown,,,Live
767,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Wilmington,New Hanover,NC,South,"34.188582,-77.909660",Highway / Roadway,Roads,Uknown,,,Live
2012,Van Dorn Court,Earl Van Dorn,Wilmington,New Hanover,NC,South,"34.180582,-77.895897",Highway / Roadway,Roads,Uknown,,,Live
862,Memorial Drinking Fountain,No specific honoree,Wilson,Wilson,NC,South,"35.725177,-77.910258",Monument,Courthouse Grounds,United Daughters of the Confederacy; DAR,1926,,Live
825,Confederate Soldiers Monument,No specific honoree,Windsor,Bertie,NC,South,"35.997136,-76.945544",Monument,Monument,Bertie County Confederate Veteran Association,1896,,Live
753,Confederate Street,No specific honoree,Windsor,Bertie,NC,South,"36.000915,-76.956888",Highway / Roadway,Roads,Uknown,,,Live
864,Confederate Soldiers Monument,No specific honoree,Winton,Hertford,NC,South,"36.396498,-76.933509",Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live
5002,“Parade Rest” Confederate Monument,No specific honoree,Independence,Grayson,VA,South,"36.622556,-81.151669",Monument,Courthouse Grounds,Uknown,1911,,Live
1437,To Our Soldiers of the Confederacy,No specific honoree,King William,King William,VA,South,"37.669391,-76.877698",Monument,Courthouse Grounds,Confederate Monument Association of Queen County; Confederate Monument Association of King County,1912,,Live
1298,Robert E. Lee Drive,Robert E. Lee,Hopewell,Hopewell City,VA,South,"37.260198,-77.315444",Highway / Roadway,Roads,Uknown,,,Live
1265,Stonewall Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Gillespie,TX,South,"30.237160,-98.662607",School,Schools,Uknown,,,Live
1127,Robert Lee Street,Robert E. Lee,Sweetwater,Nolan,TX,South,"32.454525,-100.417268",Highway / Roadway,Roads,Uknown,,,Live
1379,Confederate Monument,No specific honoree,Hanover,Hanover,VA,South,"37.763117,-77.367233",Monument,Monument,Uknown,1914,,Live
267,Bedford Forrest Drive,Nathan Bedford Forrest,Sharpsburg,Coweta,GA,South,"33.361752,-84.665395",Highway / Roadway,Roads,Uknown,,,Live
306,Thomas Overby Drive,Thomas Overby,Sharpsburg,Coweta,GA,South,"33.401236,-84.654352",Highway / Roadway,Roads,Uknown,,,Live
393,Hancock County Confederate Monument,No specific honoree,Sparta,Hancock,GA,South,"33.275700,-82.976292",Monument,Courthouse Grounds,Ladies Memorial Association of Hancock County,1882,,Live
257,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Stone Mountain,DeKalb,GA,South,"33.810760,-84.129130",Highway / Roadway,Roads,Uknown,,,Live
353,Valor Monument at Memorial Plaza,No specific honoree,Stone Mountain,DeKalb,GA,South,"33.808905,-84.143505",Monument,Monument,Uknown,1977,,Live
396,At Rest Arms Monument,No specific honoree,Thomaston,Upson,GA,South,"32.887717,-84.326367",Monument,Courthouse Grounds,Uknown,1908,,Live
476,City of Confederate,No specific honoree,Confederate,Lyon,KY,Border,"36.992098,-87.997580",City,County/Municipality,Uknown,,,Live
440,Confederate Monument,No specific honoree,Danville,Boyle,KY,Border,"37.645984,-84.778517",Monument,Monument,United Daughters of the Confederacy; Boyle County veterans,1910,,Live
429,Jefferson Davis Highway,Jefferson Davis,Elkton,Todd,KY,Border,"36.807774,-87.142337",Highway / Roadway,Roads,Uknown,,,Live
428,Jefferson Davis Road,Jefferson Davis,Elkton,Todd,KY,Border,"36.844279,-87.311598",Highway / Roadway,Roads,Uknown,,,Live
427,General Ross Drive,Lawrence Sullivan Ross,Erlanger,Kenton,KY,Border,"39.050846,-84.618180",Highway / Roadway,Roads,Uknown,,,Live
425,General Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Erlanger,Kenton,KY,Border,"39.052645,-84.618652",Highway / Roadway,Roads,Uknown,,,Live
426,Jefferson Davis Place,Jefferson Davis,Erlanger,Kenton,KY,Border,"39.053661,-84.618427",Highway / Roadway,Roads,Uknown,,,Live
424,Robert E. Lee Drive,Robert E. Lee,Erlanger,Kenton,KY,Border,"39.051498,-84.618357",Highway / Roadway,Roads,Uknown,,,Live
2196,Jefferson Davis Highway Zero Milestone Marker,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.843418,-87.300550",Marker,Monument,United Daughters of the Confederacy,1930,,Live
442,Jefferson Davis Monument,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.842050,-87.300213",Monument,Monument,United Daughters of the Confederacy,1929,,Live
352,Confederate Memorial,No specific honoree,Springfield,Effingham,GA,South,"32.373566,-81.314386",Monument,Monument,United Daughters of the Confederacy,1923,,Live
395,Confederate Monument,No specific honoree,Statesboro,Bulloch,GA,South,"32.449104,-81.782989",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
258,Jefferson Davis Drive,Jefferson Davis,Stone Mountain,DeKalb,GA,South,"33.819149,-84.135542",Highway / Roadway,Roads,Uknown,,,Live
256,Robert E. Lee Boulevard,Robert E. Lee,Stone Mountain,DeKalb,GA,South,"33.809048,-84.163765",Highway / Roadway,Roads,Uknown,,,Live
1978,Robert E. Lee Sequoia Tree at Sequoia National Park,Robert E. Lee,Sequoia National Park,Tulare,CA,North,"36.74729,-118.97256",Other,Parks/Trails,United Daughters of the Confederacy,1937,,Live
2248,Jefferson Davis Highway Marker,Jefferson Davis,Biloxi,Harrison,MS,South,"30.391785,-88.970479",Marker,Monument,United Daughters of the Confederacy,1913,,Live
619,Beauregard Street,Pierre Gustave Toutant-Beauregard,Bogue Chitto,Lincoln,MS,South,"31.438117,-90.450744",Highway / Roadway,Roads,Uknown,,,Live
618,Lee Drive,Robert E. Lee,Bogue Chitto,Lincoln,MS,South,"31.426310,-90.455490",Highway / Roadway,Roads,Uknown,,,Live
3017,Jefferson Davis Highway Beauvoir Marker,Jefferson Davis,Biloxi,Harrison,MS,South,"30.391805,-88.970014",Marker,Monument,Uknown,,,Live
692,Brandon Confederate Monument,No specific honoree,Brandon,Rankin,MS,South,"32.273374,-89.986340",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live
1109,Terrell County,Alexander W. Terrell,Sanderson,Terrell,TX,South,"30.143214,-102.394958",County/Municipality,County/Municipality,State of Texas,1905,,Live
1179,Confederate Soldier,No specific honoree,Sherman,Grayson,TX,South,"33.636267,-96.609500",Monument,Monument,United Daughters of the Confederacy,1896,,Live
62,Robert E. Lee Statue,Robert E. Lee,Montgomery,Montgomery,AL,South,"32.378517,-86.272250",Monument,Monument,Uknown,1908,,Live
3,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Montgomery,Montgomery,AL,South,"32.377883,-86.300594",Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live
1897,Turner Ashby Monument,"Turner Ashby, Jr.",Harrisonburg,Rockingham,VA,South,"38.423107,-78.864796",Monument,Monument,United Daughters of the Confederacy,1898,,Live
1435,Civil War Monument,No specific honoree,Heathsville,Northumberland,VA,South,"37.917100,-76.472200",Monument,Courthouse Grounds,Ladies Memorial Association of Northumberland County,1873,,Live
1436,Confederate Monument,No specific honoree,Hillsville,Carroll,VA,South,"36.766200,-80.736650",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live
1380,Confederate Monument,No specific honoree,Hopewell,Hopewell City,VA,South,"37.305050,-77.288533",Monument,Monument,United Daughters of the Confederacy,1949,,Live
2027,Stonewall Jackson Memorial Fund,"Thomas Jonathan ""Stonewall"" Jackson",Montgomery,Montgomery,AL,South,"32.375750,-86.300500",Scholarship,Scholarship,AL Legislature,1955,,Live
2039,The First Offices of the Confederate Government Marker,No specific honoree,Montgomery,Montgomery,AL,South,"32.378860,-86.311300",Marker,Monument,United Daughters of the Confederacy,1911,,Live
88,Confederate Monument,No specific honoree,Moulton,Lawrence,AL,South,"34.481358,-87.291843",Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of Confederate Veterans,2006,,Live
104,Beauregard Elementary School,Pierre Gustave Toutant-Beauregard,Opelika,Lee,AL,South,"32.549874,-85.372087",School,Schools,Uknown,1928,,Live
105,Beauregard High School,Pierre Gustave Toutant-Beauregard,Opelika,Lee,AL,South,"32.547138,-85.367999",School,Schools,Uknown,1928,,Live
64,Confederate Monument,No specific honoree,Opelika,Lee,AL,South,"32.646055,-85.376913",Monument,Monument,Uknown,1911,,Live
7,Lee County,Robert E. Lee,Opelika,Lee,AL,South,"32.646046,-85.379469",County/Municipality,County/Municipality,Uknown,1866,,Live
815,Confederate Soldiers Monument,No specific honoree,Snow Hill,Greene,NC,South,"35.455721,-77.670352",Monument,Monument,United Daughters of the Confederacy,1929,,Live
740,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Spencer,Rowan,NC,South,"35.686981,-80.450388",Highway / Roadway,Roads,Uknown,,,Live
5143,Ewell Hall at the College of William & Mary,,Gloucester Point,Commonwealth of Virginia,VA,,"37.270387,-76.709947",College,Buildings,,1926,,Live
5146,Baruch Auditorium at VCU Medical College of Virginia,,,,VA,,"37.539375,-77.429460",College,Buildings,,1939,,Live
5151,McGuire Hall at VCU Medical College of Virginia,,,,VA,,"37.541737,-77.429650",College,Buildings,,1927,,Live
5152,Alexander Stephens plaque (McGuire Hall at VCU Medical College of Virginia),,,,VA,,"37.541737,-77.429650",College,Monument,Confederate Memorial Literary Society,1912,,Live
5153,Matthew Fontaine Maury plaque (MCV Alumni House at VCU Medical College of VA),,,,VA,,"37.541960,-77.430470",College,Monument,Confederate Memorial Literary Society,1910,,Live
5154,Maupin-Maury House plaque (MCV Alumni House at VCU Medical College of VA),,,,VA,,"37.541960,-77.430470",College,Monument,,1910,,Live
5162,The Howitzer Statue at Virginia Commonwealth University,,,,VA,,"37.548673,-77.454954",College,Buildings,,1892,,Live
5163,Alabama State Trooper Coat of Arms emblem,,Montgomery,Montgomery,AL,Not Applicable,"32.377623,-86.300464",Seal,Flags,,1939,,Live
5166,"Janney Furnace Memorial Park (renamed ""Eli Henderson Memorial Park"")",,Anniston,Calhoun,AL,,"33.795334,-86.020508",Park,Parks/Trails,,1863,,Live
1958,Stonewall Jackson Monument II,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Richmond City,VA,South,"37.560534,-77.471318",Monument,Monument,Uknown,1919,2020,Live (Statue Removed; Pedestal Remains)
1406,Williams Carter Wickham Monument,Williams Carter Wickham,Richmond,Richmond City,VA,South,"37.547212,-77.450941",Monument,Monument,Uknown,1891,2020,Live (Statue Removed; Pedestal Remains)
1405,Confederate Soldiers and Sailors Monument,No specific honoree,Richmond,Richmond City,VA,South,"37.526835,-77.417693",Monument,Monument,Confederate Soldiers and Sailors Monument Association,1894,2020,Live (Statue Removed; Pedestal Remains)
1401,J.E.B. Stuart Monument,"James Ewell Brown ""Jeb"" Stuart",Richmond,Richmond City,VA,South,"37.552453,-77.457769",Monument,Monument,Uknown,1907,2020,Live (Statue Removed; Pedestal Remains)
1402,Jefferson Davis Monument,Jefferson Davis,Richmond,Richmond City,VA,South,"37.558333,-77.467650",Monument,Monument,Uknown,1907,2020,Live (Statue Removed; Pedestal Remains)
1959,Richmond Howitzers Monument,No specific honoree,Richmond,Richmond City,VA,South,"37.548674,-77.454950",Monument,Monument,Richmond Howitzer Association,1892,2020,Live (Statue Removed; Pedestal Remains)
5106,Joseph Bryan Confederate Monument,,Richmond,Richmond City,VA,Not Applicable,"37.547311,-77.450316",Monument,Parks/Trails,,1911,2020,Live (Statue Removed; Pedestal Remains)
202,Florida Confederate Soldiers Memorial,No specific honoree,Jacksonville,Duval,FL,South,"30.329400,-81.659417",Monument,Monument,Charles C. Hemming,1898,2020,Live (Statue Removed; Pedestal Remains)
591,Confederate Monument,No specific honoree,Cape Girardeau,Cape Girardeau,MO,Border,"37.304985,-89.520074",Monument,Courthouse Grounds,United Daughters of the Confederacy,1931,2020,Live (Statue Removed; Pedestal Remains)
1407,Matthew Fontaine Maury Monument,Matthew Fontaine Maury,Richmond,Richmond City,VA,South,"37.562772,-77.474976",Monument,Monument,United Daughters of the Confederacy; Matthew Fontaine Maury Association; City of Richmond,1929,2020,Live (Statue Removed; Pedestal Remains)
1410,Princess Anne County Confederate Heroes,No specific honoree,Virginia Beach,Virginia Beach City,VA,South,"36.751289,-76.054288",Monument,Monument,Confederate veterans,1905,2020,Live (Statue Removed; Pedestal Remains)
829,Monument to 60th Regiment North Carolina Volunteers,No specific honoree,Asheville,Buncombe,NC,South,"35.596260,-82.548770",Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,2020,Live (Statue Removed; Pedestal Remains)
1816,Clarke County Confederate Monument,No specific honoree,Athens,Clarke,GA,South,"33.957662,-83.375485",Monument,Monument,Athens Ladies Memorial Association,1872,2020,Live (Statue Removed; Pedestal Remains)
809,Confederate Soldiers Monument,No specific honoree,Oxford,Granville,NC,South,"36.309667,-78.587944",Monument,Monument,United Daughters of the Confederacy,1909,2020,Live (Statue Removed; Pedestal Remains)
858,Confederate Soldiers Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.966880,-80.076520",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,2020,Live (Statue Removed; Pedestal Remains)
5084,Sidney Lanier High School (rename pending),,Montgomery,Montgomery,AL,Not Applicable,"32.355663,-86.309093",School,Schools,,1910,,Pending
5085,John Tyler High School (rename pending),,Tyler,Smith,TX,Not Applicable,"32.36436,-95.345034",School,Schools,,,,Pending
1267,Robert E. Lee High School (rename pending),Robert E. Lee,Tyler,Smith,TX,South,"32.301109,-95.296943",School,Schools,Uknown,1958,,Pending
103,Jefferson Davis High School (rename pending),Jefferson Davis,Montgomery,Montgomery,AL,South,"32.343234,-86.262223",School,Schools,Uknown,1968,,Pending
102,Robert E. Lee High School (rename pending),Robert E. Lee,Montgomery,Montgomery,AL,South,"32.378512,-86.272053",School,Schools,Uknown,1955,,Pending
1983,Gen. William Loring Monument,William Loring,St. Augustine,St. Johns,FL,South,"29.892417,-81.313817",Monument,Monument,United Daughters of the Confederacy,1920,2020,Relocated
211,Confederate Monument,No specific honoree,St. Cloud,Osceola,FL,South,"28.245614,-81.282962",Monument,Monument,Sons of Confederate Veterans,2006,,Relocated
2192,Jefferson Davis Highway Marker,Jefferson Davis,Gold Canyon,Pinal,AZ,Not Applicable,"33.335600,-111.440500",Marker,Monument,United Daughters of the Confederacy,1943,2020,Relocated
166,Confederate Troops Memorial,No specific honoree,Phoenix,Maricopa,AZ,Not Applicable,"33.448171,-112.094537",Monument,Monument,United Daughters of the Confederacy,1961,2020,Relocated
1821,Jefferson Davis Statue,Jefferson Davis,Austin,Travis,TX,South,"30.285117,-97.739717",Monument,Monument,George Littlefield,1926,2016,Relocated
789,Confederate Soldiers Monument,No specific honoree,Fayetteville,Cumberland,NC,South,"35.058610,-78.904080",Monument,Monument,Women of Cumberland County; Ladies Monument Association,1902,2020,Relocated
126,Bentonville Confederate Monument,No specific honoree,Bentonville,Benton,AR,South,"36.372647,-94.208469",Monument,Monument,United Daughters of the Confederacy,1908,2020,Relocated
781,Silent Sam Confederate Soldiers Monument,No specific honoree,Chapel Hill,"Durham‎, ‎Orange",NC,South,"35.913617,-79.052117",Monument,Monument,United Daughters of the Confederacy,1913,2018,Relocated
5068,Civil War Plaque 2,,Martha's Vineyard,,MA,Not Applicable,",",Plaque,Monument,,,2019,Relocated
5067,Civil War Plaque 1,,Martha's Vineyard,,MA,Not Applicable,",",Plaque,Monument,,,2019,Relocated
805,Confederate Soldiers Monument,No specific honoree,Louisburg,Franklin,NC,South,"36.104217,-78.297300",Monument,Monument,United Daughters of the Confederacy,1914,2020,Relocated
60,Admiral Raphael Semmes Statue,Raphael Semmes,Mobile,Mobile,AL,South,"30.690331,-88.039952",Monument,Monument,Uknown,1900,2020,Relocated
1422,Confederate Monument,No specific honoree,Charlottesville,Albemarle,VA,South,"38.031462,-78.477678",Monument,Courthouse Grounds,United Daughters of the Confederacy; city of Charlottesville; Albemarle County,1909,2020,Relocated
218,Johnny Reb Monument,No specific honoree,Ocala,Marion,FL,South,"29.188198,-82.139383",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,2017,Relocated
207,Confederate Memorial,No specific honoree,Orlando,Orange,FL,South,"28.544225,-81.373122",Monument,Monument,United Daughters of the Confederacy,1911,2017,Relocated
1903,Spirit of The Confederacy,No specific honoree,Houston,Harris,TX,South,"29.760267,-95.372600",Monument,Monument,United Daughters of the Confederacy,1908,2020,Relocated
204,Confederate Monument,No specific honoree,Lakeland,Polk,FL,South,"28.044617,-81.955600",Monument,Monument,United Daughters of the Confederacy,1910,2019,Relocated
859,Confederate Soldiers Monument,No specific honoree,Warrenton,Warren,NC,South,"36.398428,-78.155431",Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of Warren,1913,2020,Relocated
1847,Confederate Memorabilia (miscellaneous),No specific honoree,Chatham,Pittsylvania,VA,South,"36.826414,-79.398306",Other,Courthouse Grounds,Heritage Preservation Association,,2015,Relocated
5104,City of Remington Seal,,Remington,Fauquier,VA,,"38.533964,-77.808468",Seal,Flags,,1985,2020,Removed
220,Confederate Monument,No specific honoree,Quincy,Gadsden,FL,South,"30.588833,-84.576433",Monument,Courthouse Grounds,Memorial Association of Gadsden County,1884,2020,Removed
210,Confederate Monument,No specific honoree,St. Augustine,St. Johns,FL,South,"29.892467,-81.312033",Monument,Monument,Ladies Memorial Association,1872,2020,Removed
2088,Terminus of the Stonewall Jackson Memorial Highway Marker,"Thomas Jonathan ""Stonewall"" Jackson",St. Petersburg,Pinellas,FL,South,"27.771250,-82.632117",Marker,Monument,United Daughters of the Confederacy,1939,2017,Removed
1864,DeKalb County Confederate Monument,No specific honoree,Decatur,DeKalb,GA,South,"33.774852,-84.296488",Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans,1908,2020,Removed
1820,Inscription honoring Confederacy at UT Austin,No specific honoree,Austin,Travis,TX,South,"30.283837,-97.739591",Monument,Monument,George Littlefield,1933,2016,Removed
1130,Jeff Davis Avenue,Jefferson Davis,Austin,Travis,TX,South,"30.329296,-97.737259",Highway / Roadway,Roads,Uknown,,2018,Removed
1193,Confederate Monument,No specific honoree,Denton,Denton,TX,South,"33.214633,-97.133050",Monument,Courthouse Grounds,United Daughters of the Confederacy,1918,2020,Removed
5010,Jefferson Davis Highway Marker,Jefferson Davis,Vancouver,Clark,WA,Not Applicable,"45.653530,-122.666476",Monument,Monument,United Daughters of the Confederacy,1939,2017,Removed
2083,Robert E. Lee Statue,Robert E. Lee,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,Uknown,1931,2020,Removed
1248,Fort Davis AEC School (school closed in 2014),Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.587554,-103.894232",School,Schools,Uknown,,2014,Removed
1194,Confederate Monument,No specific honoree,Fort Worth,Tarrant,TX,South,"32.757350,-97.332733",Monument,Courthouse Grounds,United Daughters of the Confederacy,1953,2020,Removed
1882,Jefferson Davis Park,Jefferson Davis,Fort Worth,Tarrant,TX,South,"32.689724,-97.348828",Park,Parks/Trails,Uknown,1923,2017,Removed
1912,Loyal Woman of the South Monument,No specific honoree,Kansas City,Jackson,MO,Border,"39.028105,-94.603364",Monument,Monument,United Daughters of the Confederacy,1934,2017,Removed
5029,Confederate Training Ground Monument,No specific honoree,Johnson City,Washington,TN,South,"36.312644,-82.366077",Monument,Monument,United Daughters of the Confederacy,1939,2019,Removed
2120,Confederate Park,No specific honoree,Memphis,Shelby,TN,South,"35.146961,-90.054091",Park,Parks/Trails,Uknown,,2017,Removed
1049,J. Harvey Mathes,Captain J. Harvey,Memphis,Shelby,TN,South,"35.147049,-90.054133",Monument,Monument,Uknown,1908,2017,Removed
1846,Jackson Park,"Thomas Jonathan ""Stonewall"" Jackson",Charlottesville,Albemarle,VA,South,"38.031883,-78.477947",Park,Parks/Trails,Uknown,1919,2017,Removed
1856,South Carolina State House Confederate Flag,No specific honoree,Columbia,Richland,SC,South,"33.999748,-81.032865",Flag,Flags,Uknown,1961,2015,Removed
1164,General Robert E. Lee and Confederate Soldier Statue,Robert E. Lee,Dallas,Dallas,TX,South,"32.808449,-96.804381",Monument,Monument,Uknown,1936,2017,Removed
1228,Robert E. Lee Park,Robert E. Lee,Dallas,Dallas,TX,South,"32.808095,-96.804475",Park,Parks/Trails,Uknown,,2017,Removed
783,Confederate Reunion Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.218550,-80.829630",Monument,Monument,the county of Mecklenburg; Citizens of the city of Charlotte,1929,2020,Removed
3115,Jefferson Davis Park,Jefferson Davis,Memphis,Shelby,TN,South,"35.147207,-90.055223",Park,Parks/Trails,Uknown,,2017,Removed
1048,Nathan Bedford Forrest Monument,Nathan Bedford Forrest,Memphis,Shelby,TN,South,"35.139199,-90.034838",Monument,Monument,United Daughters of the Confederacy,1904,2017,Removed
3116,Nathan Bedford Forrest Park,Nathan Bedford Forrest,Memphis,Shelby,TN,South,"35.139408,-90.034791",Park,Parks/Trails,Uknown,,2017,Removed
1408,Jefferson Davis Statue,Jefferson Davis,Richmond,Richmond City,VA,South,"37.538771,-77.433629",Monument,Monument,Uknown,,2020,Removed
1363,"Lee-Jackson Day (replaced with ""Election Day"")",Robert E. Lee,Richmond,Richmond City,VA,South,"37.538908,-77.433379",Holiday,Holiday,Uknown,1889,2020,Removed
1994,Brigadier General Albert Pike Statue,Albert Pike,Washington,Washington,DC,North,"38.894600,-77.015700",Monument,Monument,Scottish Rite Freemasons,1901,2020,Removed
5028,Jabez Curry Statue,Jabez Lamar Monroe Curry,Washington,Washington,DC,North,"38.888914,-77.009170",Monument,,State of Alabama,1908,2009,Removed
1995,Stained glass honoring Robert E. Lee and Stonewall Jackson,Robert E. Lee,Washington,Washington,DC,North,"38.930503,-77.070920",Monument,Monument,United Daughters of the Confederacy; philanthropists,1953,2017,Removed
1887,Gettysburg police uniform emblem,No specific honoree,Gettysburg,Potter,SD,Not Applicable,"45.012489,-99.947909",Seal,Flags,Uknown,2009,2020,Removed
1987,J.E.B. Stuart portrait,"James Ewell Brown ""Jeb"" Stuart",Stuart,Patrick,VA,South,"36.642326,-80.269807",Other,Courthouse Grounds,Uknown,,2015,Removed
1217,Albert Sidney Johnston Statue,Albert Sidney Johnston,Austin,Travis,TX,South,"30.284700,-97.739767",Monument,Monument,George Littlefield,1932,2017,Removed
3173,Children of the Confederacy Creed Plaque,No specific honoree,Austin,Travis,TX,South,"30.274612,-97.740402",Monument,Government Office Grounds,Uknown,1959,2019,Removed
813,Confederate Soldiers Monument,No specific honoree,Salisbury,Rowan,NC,South,"35.668405,-80.471085",Monument,Monument,United Daughters of the Confederacy,1909,2020,Removed
570,Confederate Memorial,No specific honoree,Boston Harbor Islands,Suffolk,MA,North,"42.320248,-70.928023",Monument,Monument,United Daughters of the Confederacy,1963,2017,Removed
571,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Annapolis,Anne Arundel,MD,Border,"38.978845,-76.490996",Commemorative License Plate,Flags,Sons of Confederate Veterans,,2015,Removed
5031,Robert E. Lee Park,Robert E. Lee,Baltimore,Baltimore City,MD,Border,"39.386944,-76.646944",Park,Parks/Trails,Elizabeth B. Garrett White,1945,2015,Removed
5128,Confederate Memorial Fountain,,Tahlequah,Cherokee,OK,Not Applicable,"35.912753,-94.970833",Monument,Monument,United Daughters of the Confederacy,1913,2020,Removed
5077,John B. Castleman Monument,,Louisville,Jefferson,KY,Not Applicable,"38.235530,-85.712430",Monument,Monument,,1913,2020,Removed
5078,Confederate Soldiers and Sailors Monument,,Indianapolis,Marion,IN,Not Applicable,"39.734417,-86.145797",Monument,Monument,,1912,2020,Removed
575,Jackson and Lee Monument,"Robert E. Lee; Thomas Jonathan ""Stonewall"" Jackson",Baltimore,Baltimore City,Maryland,Border,"39.32431,-76.61983",Monument,Monument,J. Henry Ferguson,1948,2017,Removed
5120,Robert E. Lee portrait,,Louisa,Louisa,VA,,"38.024714,-78.003639",Other,Courthouse Grounds,,1908,2020,Removed
5058,Maryland State House Plaque,,Baltimore,,MD,Not Applicable,",",Plaque,County/Municipality,,1964,2019,Removed
5060,Confederate Flag,,Vincennes,Knox,IN,Not Applicable,",",Flag,Courthouse Grounds,,,2019,Removed
5066,Jefferson Davis Arch,,Hampton,Hampton City,VA,Not Applicable,",",Monument,Monument,United Daughters of the Confederacy,1956,2019,Removed
5121,United Daughters of the Confederacy plaque,,Louisa,Louisa,VA,,"38.024714,-78.003639",Plaque,Courthouse Grounds,,,2020,Removed
5099,Western Kentucky University Confederate State Capital of Kentucky Marker,,Bowling Green,Warren,KY,Not Applicable,"36.988539,-86.453846",Marker,Monument,,,2020,Removed
5159,Fitzhugh Lee Monument at VCU Monroe Park campus,,,,VA,,"37.546814,-77.450389",College,Monument,7th Army Corps Veterans Association and Auxiliary,1911,2020,Removed
5113,Stonewall Jackson Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5115,Fitzhugh Lee Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5112,J.E.B. Stuart Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5114,Joseph Johnston Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5111,Alexander Stephens Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5117,Thomas Bocock plaque,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Plaque,Government Office Grounds,,,2020,Removed
5116,Matthew Fontaine Maury Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
5110,Jefferson Davis Bust,,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Government Office Grounds,,,2020,Removed
194,Forrest Street,Nathan Bedford Forrest,Hollywood,Broward,FL,South,"26.037876,-80.152867",Highway / Roadway,Roads,Uknown,,2018,Removed
1900,Hood Street,John Bell Hood,Hollywood,Broward,FL,South,"26.032503,-80.224092",Highway / Roadway,Roads,Uknown,,2018,Removed
195,Lee Street,Robert E. Lee,Hollywood,Broward,FL,South,"26.030651,-80.154111",Highway / Roadway,Roads,Uknown,,2018,Removed
3171,Alabama Confederate Flag,No specific honoree,Montgomery,Montgomery,AL,South,"32.377747,-86.300444",Flag,Flags,State of Alabama,1963,1993,Removed
475,Jefferson Davis Statue,Jefferson Davis,Frankfort,Franklin,KY,Border,"38.186767,-84.875242",Monument,Government Office Grounds,United Daughters of the Confederacy,1936,2020,Removed
